Place,Reviews,Sentiment
tian-tian-hainanese-chicken-rice,the chicken rice holds up to the hype bourdain did not steer us wrong on this one all the components hold up it is a cheap reliable meal be prepared for a line though,Negative
tian-tian-hainanese-chicken-rice,very low key tiny business but serves delicious chicken rice rice plate chicken rice is what they are famous for and highly recommended if you are there go and experience it the food wo not disappoint you and reserve some time because this place will make you want to walk around and look,Positive
tian-tian-hainanese-chicken-rice,this tian tian hainanese chicken rice is very delicious authentic it tastes like my mother is hainanese chicken rice please prepare to queue up for  minutes minimum but it is really worth your calories,Positive
tian-tian-hainanese-chicken-rice,awesome as always with the succulent chicken meat and fragrant oily rice,Positive
tian-tian-hainanese-chicken-rice,super great place to consume the local speciality tasty dishes and efficient service really enjoyed the food,Positive
tian-tian-hainanese-chicken-rice,the chicken rice is singapore is national dish but tian tian is singapore is legend,Positive
tian-tian-hainanese-chicken-rice,long queue for chicken rice though chicken is tender rice is indeed tasty price is good too,Positive
tian-tian-hainanese-chicken-rice,i never saw the tv episode featuring this hawker stall but based on various recommendations i came here for lunch on saturday looking for one of the stalls with the long lines there are two lines one to order and pay and the other one to pick up despite having chicken rice at boon tong kee the night before we ordered one plate of chicken rice to share chicken was good and tender but i preferred the version at boon tong kee i definitely thought the rice was more aromatic here plenty of open seating in the small aisle behind the stall,Positive
tian-tian-hainanese-chicken-rice,great chicken rice   a must have while in singapore line moves quickly so do not be deterred lots of locals eat here so you know it is good directly across is a fruit juice stall that sells delicious lychee juice for,Positive
tian-tian-hainanese-chicken-rice,best chicken rice i have had the portion is bigger and it is juicier than usual the rice is also not as oily as usual it is still cheap though which is probably why the line is so long,Positive
tian-tian-hainanese-chicken-rice,been to joo chiat tian tian air condition chicken is good and soft highly recommended,Positive
tian-tian-hainanese-chicken-rice,the best chicken rice in town i know because i have lived here for many years and chicken rice happens to be my favorite local dish i have exhausted the many options available but at the end of the day it still boils down to this stall after all anthony bourdain cannot be wrong can he i think to achieve the perfect chicken rice dish both the chicken and rice must be excellent and i have had many plates from many places that serves either perfect chicken or perfect rice this stall serves the most fragrant rice which is moist and flavorful and coupled with the chilli sauce is exceptional the chicken is very tasty and very tender definitely a number  stop for tourists and locals if you have not tried it,Positive
tian-tian-hainanese-chicken-rice,there is a reason why the queue wraps around the entire food court the hainanese chicken here is phenomenal and the rice that is been cooked in the stock chicken oil is just as good simple yet so flavorful this was probably one of the best things i have eaten in singapore,Positive
tian-tian-hainanese-chicken-rice,the rice is freakin incredible wow i was surprised just how good the dish was i added the garlic hot sauce and that really took it up a level just goes to show you how good a simple dish of chicken and rice can be excellent food and glad i visited the maxwell food centre it was a great experience,Positive
tian-tian-hainanese-chicken-rice,for one thing the main photo of this yelp page needs to be changed as it shows the wrong location for this particular stall anyhow time for the review this is obviously one of the best places in singapore to get chicken rice although i would not call it the best because i have had better but also i am sure that there is a hidden gem that i still have not found the chicken juicy and good portion the quality of the meat is top notch except one time they gave me a piece that was all bone but that was also my fault for not requesting breast meat the chili one of the best i have had but i have had better the rice good rice but i have also had better there is a chicken rice stall in the redhill food centre which i think has better rice and better chili although the quality of the chicken meat is not as nice i also think that ah tai the competitor to tian tian and also run by the ex chef from tian tian is overall a better stall try ah tai before you make your decision on which is the best,Positive
tian-tian-hainanese-chicken-rice,the rice had the best slight favor to enhance the tender chicken the person making our plate took alot of time to make sure it was perfect and i love the little spray bottle of favor that kept it moist and added something to it wish i was close enough to get it again,Positive
tian-tian-hainanese-chicken-rice,i have reviewed a few chicken rice so far but let me reiterate the  main factors that i rate chicken rice on in order of priority the rice the chicken and finally the chilli there has been a big hoo haa about tian tian and since i do not stay near the area or work near the area this is actually my nd visit i visited tian tian hainanese chicken rice at   pm on a weekday and was surprised that there was a queue looks like this stall is certainty famous first of all let is talk about the rice the rice was fragrant and flavourful however not all the grains of the rice were soft some stuck together and were hard the chicken drizzled in a is pecial sauce mixed by tian tian was amazingly tender fleshy and tasty i also tried the chilli sauce and it was delicious together with the chicken it definitely brings the taste up to a whole new level overall tian tian definitely serves up one of the best chicken rice in singapore but if you are not a fan of queuing better think twice about coming here especially during the peak mealtimes,Positive
tian-tian-hainanese-chicken-rice,i had a long stopover at changi so hopped on the mrt and found myself near maxwell road i knew this place was somewhere around there so after walking around for about  minutes i found it in the hawker centre there was not a queue when i was there i was eating at about pm an odd time thanks to my jet lag inducing travel so service was quick this is simply the best chicken rice i have ever tasted juicy tender and a good amount the chili sauce made it oh so better,Positive
tian-tian-hainanese-chicken-rice,so far the best tasting chicken fried rice in singapore the rice is so fragrant and you can really taste the ginger and all other spices in it although nothing special in the steamed or roasted chicken definitely  of the modern version of hawker with a separate line to take order and another  to get the food with numbered ticket that you would get and hand down to get the order which makes the long line during lunch move pretty fast,Positive
tian-tian-hainanese-chicken-rice,chicken rice is the unofficial national dish of singapore the best chicken rice i had in singapore was here matter of fact it is the best i have ever had anywhere this hawker stall is also highly regarded as one of best chicken rice stands in the entire city state the chicken is very moist and tender and the rice is definitely something special looks like a bed of plain white rice which many other chicken rice stalls serve but it really is more than meets the eye as it is much more flavorful than you would expect it to be the rice is cooked and prepared differently using chicken stock and the difference is definitely in the taste and it compliments the chicken perfectly came here twice but really wanted to come back even more times during my time in singapore but there was so much other food to try and only a limited amount of room in my stomach any future trips i have to singapore will undoubtedly include a stop here,Positive
tian-tian-hainanese-chicken-rice,wonderful everything was just fantastic the chicken was super tender and the rice was great,Positive
tian-tian-hainanese-chicken-rice,the must eat spot at maxwell food court it is crowded for sure but very worth it chicken rice is juicy flavorful and comes in a large portion for such a low price anthony bourdain approved and i can definitely see why,Positive
tian-tian-hainanese-chicken-rice,for a full review visit urbanjourney com food an although simple tian tian chicken rice delivers a texture and taste that develops wonderfully in your mouth and the smell fills your nose like no other the rice is cooked in such a manner that every single grain tastes of their delicious chicken broth there is usually no question of whether you are eating the drumstick or the breast meat on a chicken but at this stall your taste buds and so called expertise on countless chicken eating experiences will come into question because you truly cannot tell try only the kampong chicken which has made this stall a living legend under the watchful eyes of madam foo kui lian,Positive
tian-tian-hainanese-chicken-rice,i think it can be better because the vibe is hip the color purple the guys on trend,Negative
tian-tian-hainanese-chicken-rice,still the best chicken rice in singapore in my honest opinion besides they have a wide variety of dishes apart from chicken,Positive
tian-tian-hainanese-chicken-rice,worth the wait definitely the longest line at the maxwell hawker center and there is a good reason for it the chicken is tender and the rice is very flavorful there are other stalls in the hawker center that sell chicken and rice but this one is the only one with a line,Positive
tian-tian-hainanese-chicken-rice,of course i went on recommendation from anthony bourdain easy to spot with the anthony bourdain signs i got to the store  min before they opened but there was already a line of people waiting i ordered the hainanese chicken as expected and sat myself at one of the tables i have to say i was not overly impressed with the chicken do not get me wrong it was good but it was not earth shattering as expected i have had better at other hawker centers again everything was well prepared though and the food was good but it just was not amazing maybe i came with too high expectations the price was obviously very affordable less than  i would definitely have this any day over the regular fast food you find in the us but if you are looking for good hainanese chicken there are plenty of other hawker centers that provide better,Negative
tian-tian-hainanese-chicken-rice,actually even though the queues are long they move fairly fast from my experience the chicken rice is a clear winner and the star of the dish chicken is tender and good too but the rice is heavenly especially with the chilli which really does pack a punch my advice come at the right time so you do not have to wait too long and prepare your order for your turn so you do not incur the wrath of the owner or other customers waiting in line,Positive
tian-tian-hainanese-chicken-rice,i must preface by saying that i never order chicken out i am not a big fan of chicken b c i usually think it is bland but i do make an exception in the case of hainan chicken rice i think this place had the best hainan chicken rice of all the places i tried in singapore the rice was really flavorful here and the chicken was poached just right they gave more white meat too which i like better,Positive
tian-tian-hainanese-chicken-rice,it is a good meal to try something very local and acclaimed if you want chicken rice i do not think there is a better place in singapore the meat is served very well cooked and the rice is spiced just right,Positive
tian-tian-hainanese-chicken-rice,this may be the most famous hainan chicken rice because bourdain was here but after eating it i was not overwhelmingly impressed moist white meat with a good ginger chili sauce is important along with a chicken flavored rice but it just was not something i was craving afterwards lots to try in all these food centers and yes the crowded ones are typically good,Negative
tian-tian-hainanese-chicken-rice,tian tian is decent as far as chicken rice go but not above average and not worth the hype everyone would have his or her preferences on how they like their chicken rice of the famous chicken rice stalls chains for those who like more strongly flavoured chicken rice there is boon tong kee that is better and for those who like delicately flavoured stuff chin chin at purvis street,Negative
singapore-botanic-gardens,maaaaaaaaaaaaan this place is humid hahaha and this place is ginormousgantic bring some shorts and a tank top and some good sneakers cuz you are gonna walk miles here hahasimply because you get so caught up in looking at this then that then this a great way to see singapores plant life in a non commercialized environment,Positive
singapore-botanic-gardens,loved it but do not go here in the summer months tends to get very humid and that will absolutely ruin the visit we went during the hottest season in april or it seemed like that the humidity was peak so after a little while of walking it became exhausting which ruined the experience a bit all in all despite that i still had a great time the place is huge probably impossible to see in one go lots of different trails to walk around to get a good view of the different vegetations take your time wander around and get lost in the this beautiful place just make sure to have water and some snacks,Positive
singapore-botanic-gardens,a unesco world heritage site this place is gigantic with shops and all manner of plants hidden inside,Negative
singapore-botanic-gardens,there is a lot of various flora and fauna to see here not to mention a lot of things have information printed in front of them so that you know what you are looking at and it is importance it was extremely hot the day i visited i ended up walking from one end of the gardens to the other so make sure to stay hydrated bring a fan hat sunbrella and sunscreen also take a map and do not be afraid to ask for directions i originally wanted to visit their orchids exhibit too but at the time it was midday and i did not want to bake in the hot singapore sun though since it was march holiday singapore residents and prs got free admission which is a pretty awesome way to promote the exhibit besides there were a good amount of orchids on display in front of the national orchid sign in front of the exhibit so i do not think i missed out on too much there is also a path before the bonsai trees garden that has a bunch of the miss joaquim flowers growing,Negative
singapore-botanic-gardens,singapore botanic gardens is indeed massive aka huge to explore from one end to the other end i went with ht on a wet friday morning first time when i went to singapore botanic gardens in a downpour its free to enter the park do allow yourself plenty of time if you intend to cover the whole singapore botanic gardens since ht wants to visit the national orchids gardens in which at the time we visited some parts of the exhibits are under construction the highlight of my recent trip to singapore botanic gardens in a downpour was to see a family of otters swimming around in the pond nearby the singapore botanic gardens is accessible by car bus or the nearest mrt station is botanic gardens mrt station cc dt both the circle orange line and downtown blue line do visit their website run by the national parks where free guided tour is available during the month and the schedule allocated for these guided tour it can be found through this website nparks gov sg sbg educat,Positive
singapore-botanic-gardens,lovely peaceful green open spaces calming meditative lingering knowing that it can be hot just plain and simple the singapore botanic gardens is really a lovely place to wander meander walk explore get lost learn it is like the mini ny central park of singapore although much cleaner greener and more beautiful difficult to see all the themed gardens properly in one visit unless to are good on your feet to wander around for  hours or so but a great place in singapore to visit even if you only have an hour there are some places in the garden that i was in the presence of dozens of people and then there were other areas that i was peacefully all alone void of another single soul short the giant lizard that crossed my path there is no charge to visit although specific areas like the orchid garden will have a nominal fee the botanic gardens are reachable via the mrt there are many places to purchase cold drinks snacks and souvenirs the visitor center is large with gifts and souvenirs in abundance especially with an orchid theme grab a map when you enter the park be sure to have some water to hydrate with you wear good shoes for walking and enjoy this gem of singapore,Positive
singapore-botanic-gardens,pretty garden where you can take a jog or enjoy a sunday morning or afternoon with the family on sunday is it gets pretty busy since lots of people take out their dogs or go jogging,Positive
singapore-botanic-gardens,gorgeous spot tinier than i expected many types of gorgeous flowers and shrubbery a sight to see,Positive
singapore-botanic-gardens,founded in the year of  singapore botanic gardens was inscribed as singapore is first unesco world heritage site on th of july  i am one of the very few here who is giving one of the most popular attractions in singapore a less than a  stars review like fellow yelper matias h i am more of a city person and not a nature person this does feel more like a park a huge park to be exact rather than a garden i do not even remember when was the last time i visited the singapore botanic garden this week i have a friend who was here for a conference and extended the stay for a few days we decided to check out the gardens together it was awesome now the mass rapid transit mrt has built a botanical garden station next to the attraction use the downtown line or circle line to come here admission is free for all except to the orchid garden saying singapore botanic gardens is huge is really an understatement it is massive the grounds are very well maintained we were blessed with good read hot and muggy weather i take that kind of weather any day rather than heavy downpour or thunderstorm when visiting a place like singapore botanic gardens where there are not many shelters admission to orchid garden is sgd it is inexpensive there are many beautiful orchids there there is also a section of vip orchids which are orchids named after foreign dignitaries i saw there is an orchid there which was named after queen elizabeth ii during her visit to the gardens in  there are not enough benches throughout the attraction again i do feel this is really more like a park i guess the weather being too hot and muggy or heavy downpour thunderstorm can ruin the full enjoyment of the botanic gardens this will be a perfect place to relax have a nice stroll do not be ambitious and try to cover all grounds or just want to escape from the hustle bustle of a city provided the weather permits then again for me i chose gardens by the bay over here any time as my peaceful sanctuary in the the bustling city called singapore,Negative
singapore-botanic-gardens,such a beautiful and romantic garden and best of all is that admission is free there are exhibits inside for which you have to pay but there is plenty to see and do for free this garden is beyond large you can spend all day admiring the different flora and fauna you will see beautiful water features sprinkled throughout including water falls and serene lakes a warning it is muggy so you will probably sweat your clothes off,Positive
singapore-botanic-gardens,favorite place in singapore twenty minutes from cbd and you are in a tropical paradise wildlife orchids trees open lawns great restaurants trails fresh air love coming here to walk around have a picnic read a book,Positive
singapore-botanic-gardens,a very well maintained garden with a variety of plants and flowers to look at while taking a nice slow stroll the tall trees make cool shades away from the blazing sun good to go with kids and elderly,Positive
singapore-botanic-gardens,every community needs nature and with this enormous garden especially considering the size of the country singapore nailed it obviously i am not the first one to say so unesco for one beat me to it by a few years as a tourist who is not used to the kind of heat and humidity singapore residents call normal the size of the garden was a bit much to bear all in one day yet all in all i am very glad i paid a visit if you are in doubt between this and gardens by the bay this is totally worth it imho,Positive
singapore-botanic-gardens,this park is huge and absolutely stunning spend several hours here just walking or bring a picnic i have not done the orchid house yet but look forward to it,Positive
singapore-botanic-gardens,the singapore botanical gardens is worth a visit when in singapore the gardens have numerous trails and sections the entrance is free except if visiting the unesco world heritage site orchid gardens the admission to the orchid gardens is only s  if you only have time to do one thing visit the orchid gardens at a brisk pace it is possible to walk through and see everything in an hour there are numerous photo opportunities in the orchid gardens i have never seen so many different types of orchids in one place the variance in color is phenomenal peaceful and tranquil even with all the other visitors,Positive
singapore-botanic-gardens,beautiful gardens with excellent cafes and restaurants despite the heat this is a must do in singapore,Positive
singapore-botanic-gardens,clean and green the singapore botanic gardens is a beautiful park free to locals and guests from around the world if you wish to see the world class orchids in the orchid garden the entrance fee is a small s  there are many amazing sculptures to look out for during your walk i love the one with the marble ball floating on water you can spin the heavy marble ball it is all about the physics the gardens has an outdoor amphitheater where you can take in free concerts put on by the singapore symphony orchestra there is a diversity of plants and wildlife i love watching the various waterbirds that take advantage of the ponds in the gardens there are exotic birds like the hornbills i also love the adorable squirrels with the handsome black stripes the best time to take in the gardens are the mornings and evenings when it is not too hot and the crepuscular wildlife are out,Positive
singapore-botanic-gardens,wow what can i say this place is absolutely amazing and is arguably my favorite part of singapore the diversity of greenery here is amazing as you can experience different biomes such as the rainforest and high altitude mountain plants all within the same park there are a lot of different exhibits that make you think you are in a different part of the world or even time period this is a welcome change from the hustle and bustle of the city and nothing is nicer than coming here for a brisk walk or light jog to start the day the best part is that aside from one part of the garden the entire thing is free this is an absolute must do in singapore i would recommend tackling the gardens in the early morning or late afternoon while it is still very beautiful in the afternoon singapore is humid weather will make it a very sticky experience,Positive
singapore-botanic-gardens,quite frankly this is one of the more soothing but delightful botanical gardens that i have ever visited the whole park is wonderful you should definitely go,Positive
singapore-botanic-gardens,everything about singapore botanic gardens is pristine and beautiful and a wonderful way to spend a day away from the urban intensity of the mega malls the gardens are expansive exceptionally well kept and wonderfully free and the special orchid garden exhibit is only  per person which seems quite reasonable once in the park you can meander around all over the place with only seeing a few other people so again it really is a nice break away from the crowds within the park there is a nice variety of designated areas a jungle y area medicinal plants exhibit etc there are also some surprises like monitor lizards which i thought were pretty awesome compared to southern california is tiny emaciated little lizards the restaurants on site are also worth visiting as we felt all of them seemed to have good seating you are not crammed inside a building but rather have your pick of outdoor seating with pleasant views and shade and an impressive amount of healthy food choices do wear sunscreen as there is a decent amount of shade but you will still see a good bit of sun also the gift shops including the orchid exhibit one have some beautiful pieces of art so keep that in mind for any sort of christmas mother is day whatever type presents,Positive
singapore-botanic-gardens,i have never been to the eco lake so it was lovely to be able to check it out the weather was perfect the sky was so blue that it was surreal since it was a friday morning i was there i noticed there was quite a crowd one new thing i learned is that you ai not allowed to take out of the garden any leaves even the dried dead ones on the ground the garden warden was there and kindly relayed the information so whatever you pick up remember to drop it back to its natural habitat,Negative
singapore-botanic-gardens,beautiful place to visit lots of open lawns sitting areas places to eat a rainforest walk and gardens of various themes it is also free be sure to bring mosquito repellent,Positive
singapore-botanic-gardens,this garden is beautiful and definitely worth a visit if you are in singapore there are so many beautiful flowers and areas where you can relax have a picnic and just take in the views,Positive
singapore-botanic-gardens,totally free orchid gardens cost  but are totally worth it take plenty of time to go through they are huge everywhere you look it you see something different from a huge variety of different flowers to attractions such as swings and even swans i had never seen a swan in real life prior to visiting here and they were beautiful the grounds are very well managed and very clean a great place for a picnic or a leisurely stroll would definitely recommend visiting here when visiting singapore,Positive
singapore-botanic-gardens,the singapore botanic gardens are amazing the park is huge you could spend all day walking the paths if you wanted to but you can also spend as little as an hour looking around and still probably see most of it the orchid garden is definitely a highlight you can roam the gardens for free but you will pay  to enter the orchid gardens bring lots of water and sunscreen it is hot out there,Positive
singapore-botanic-gardens,this place pretty much blows nyc is central park out of the water there are so many twists turns and pathways that even when there are many visitors you feel like it is there just for you to explore we spent  hours here just taking a relaxing scenic walk with small breaks during that time we saw a handful of exotic animals tons of exotic plants and a wedding photo shoot if you come here at a time other than morning or evening i recommend an umbrella since it can get very hot sunny near the center of the gardens is an outdoor amphitheater which has some of the best spots for a picnic the coolest thing about this place is that it is free to the public while in singapore you really need to add this to your list,Positive
singapore-botanic-gardens,the botanic garden is the start of the orchid garden and i enjoyed it just as much as the orchid garden with tons of gingers bromeliads and even a man made water fall that i enjoyed then you are brought into the gift shop for you to see anything orchid related which then dumps you into the orchid garden my favorite part of the botanic gardens it is gorgeous and a great photo op especially for weddings come here and intend to spend about  hours here though i spent more time here since i was so in love with all of the orchids i loved it so much the second time i came back i got the pressed orchids in a frame to put in my office,Positive
singapore-botanic-gardens,gosh i have not been back to the botanic gardens since my age became double digits but it has evolved gracefully over the years to remain a lovely singaporean attraction randomly decided to stop by while taking the circle line the mrt exit puts you on the bukit timah entrance which sets you up for a lovely walk through to the main entrance at tanglin obviously lots of beautiful flora and fauna to be found around the park but my nostalgically favorite part of walking through the park was the aromatic smells of pandan leaves and fresh ginger it is almost therapeutic for locals and visitors seeking a short break from the urban jungle the botanic gardens offers the perfect little respite,Positive
singapore-botanic-gardens,botanical gardens usually are not too impressive but this one actually is there is plenty to see and is a photographer is dream with the endless amount of scenery this place can provide this place is calming and relaxing and even the trail through the waterfalls is great the trail even goes upwards so at times it will almost feel as if you were outdoors with the height that you reach and there is even more great scenic shots that you can take and even more interesting plant life when you get to the top by far the best garden set up i have ever seen and with tons to do,Positive
singapore-botanic-gardens,the main botanic gardens are sprawling and provide a nice respite from the city life if you are looking for something a little more low key than shopping or chinatown they are quite peaceful but nothing extravagant or too terribly interesting with the exception of the orchid gardens they are a separately listed attraction they are lengthy and include various paths you can take depending on your interests one of them was a rain forest path that had sections of raised wooden walkways they also noted many types of trees by name and provided information about them it was pleasant but probably more like a   stars the orchid gardens on the other hand were breathtakingly beautiful for adults kids seemed to lose interest after the first several dozens of plants we bought some sandwiches from a local deli on our way here and it was nice to eat and walk just take care not to litter as you would probably get in trouble and besides only jerks litter,Positive
singapore-botanic-gardens,thanks to the courteous regent hotel staff was given directions to the botanic garden as an option for a light   mile    km morning run i was not disappointed i jogged along napier road turns into holland rd and ran into this lush park to the main gate road there are plenty of challenging hills and after passing the large spinning water ball i suggest you take the rain forest path which is shaded and beautiful you can stretch you runs to longer distances here at early in the morning there is not too much foot traffic to navigate other than ny is central park this could very well be among my favorite parks to run on if you are visiting do not forget your running shoes you will want to run this every morning highlights  ginger garden neat waterfall you can crawl behind  foiliage garden closer to bontanic gardens mrt  evolution garden my favorite garden of all of them  statue of chopin overloking lilies and stage by symphony lake the healing garden find out which herb helps cure your physical ailment  reflexology bamboo path rain forest great if you need shelter from the heat this is my favorite place in all of singapore,Positive
singapore-botanic-gardens,such a nice free facility if you are visiting you have to check this place out you cannot miss the orchid gardens singapore is national flower is the vanda miss joaquim orchid and these gardens are absolutely lovely so many places to take photos you do not even need a filter to make them look good they typically cost  adult to go in but if you are a student it is  when we went they had a promotion and the entire orchid garden was free the rest of the park was quite nice as well it is less floral and more trees and plants i would say it takes about   hours to walk through the entire park most people just come here to sit and relax on the many benches and the grass,Positive
singapore-botanic-gardens,good to go visit the orchids garden there is a fee to enter the highlight of the botanic garden   is the entrance fee nice for photo ops,Positive
singapore-botanic-gardens,the best place in southern singapore there are a huge assortment and array of animals and plants in a single day we photographed a squirrel eating a huge nut two amazing birds small and big lizards dragonflies bees and amazing plants of all shapes sizes types and colour there are also loads of eateries and undercover areas so if you heat up the cool is not far away there are small souvenir shops and ice cream parlours which are a delight in singapore is hot and humid weather great place to go to if you want awesome photos new animals you have not seen before and is an amazing spot to go for a run totally recommend it,Positive
singapore-botanic-gardens,the gardens are very well maintained and the orchard garden is quite interesting just be aware that the environment is not very breezy so it will be a warm trip,Positive
singapore-botanic-gardens,truly one of the best attractions in singapore the gardens are free but the orchid garden which you can get into for i believe  is truly spectacular there are so many orchids and great spots to just enjoy the beauty of the flower it can get hot so make sure to bring a bottle of water when you are there you will see children playing definitely a bride and groom taking pictures animals incredible trees and more sometimes you will stumble across a concert or some other cool event it is always a little bit of a mystery take a couple hours out of your day spend a some time outside and away from the malls,Positive
singapore-botanic-gardens,absolutely fantastic place and totally free to explore and enjoy no entrance fee the entire gardent is impeccable and the grounds are so well managed we loved the orchid garden in particular st outdoor orchid garden we have ever visited at any botanic garden any visitor to singapore should make it a point to visit the botanic garden it is a must see do not miss out on the singapore botanic gardens,Positive
singapore-botanic-gardens,great place with lots of tropical fauna and all kinds of lush flowers the national orchids exhibit was also excellent lots of walking but plenty of photo ops admission charge for national orchids but otherwise free if you want to skip the orchids,Positive
singapore-botanic-gardens,whenever i feel stress i like to come here and walk i have learnt the short and long walks to get from the botanic garden station to the napier road is entrance its quite enjoyable especially if you know the way around excellent place for jogging and enjoying taking in the greenery which can be a good thing after spending many hours in the office especially there are also restaurants over here if you like to spend some romantic moments with your loved ones very high chance you wo not bump into your colleague or boss over there as you know singapore is small bumping into people that you hope to avoid can be a challenge so why squeeze yourself into crowded places when there are parks like botanic garden around if you come during rainy season remember to bring an umbrella along as there are not that many shelters along the way let is hope the park stays as it is,Positive
singapore-botanic-gardens,the three main lakes you will find here are eco lake swan lake and symphony lake in ascending order of popularity the first lake is closest to the mrt to the north near bukit timah rd you basically have to pass this lake if you are walking from the entrance to the stairs that lead to nus law school and lky school of public policy the parking at the west of the park on cluny rd is   min considered the most expensive parking here swan lake is all the way south facing holland rd as the name suggest you can find swans in this lake and many folks opt to stroll around the lake as there are a few pavilions and a walkway you can find coupon parking on the west of the park after turning right from holland to tyersall ave note that this is a one way road and the only way to come back here is to go all around the whole botanic gardens symphony lake is where the action happens there is a performing stage where musician occasionally come to perform check the schedule on the website before coming lots of people come with their picnic baskets wine and mats on a lazy weekend evening the kids will enjoy the space elderly friendly too,Positive
singapore-botanic-gardens,great place to stroll and rest in the mornings and evenings several eateries where you can have a meal cool drink after your walk orchid garden is a must visit,Positive
singapore-botanic-gardens,the gardens are a peaceful respite from the busy city life quiet huge well maintained and really easy to walk around not many slopes the gardens are themed making it interesting to walk the routes early in the morning during a weekend you can see expats and locals doing their morning walks and jogs the elderly doing tai chi in an open field swan lake a peaceful lake with a pagoda kids playing football an orchard garden entry at a cost and a tourist shop stocked full of interesting goods and cafe at one end of the ginormous gardens amongst other things best of all it is free except for the orchard garden,Positive
singapore-botanic-gardens,the singapore botanic gardens are breathtakingly gorgeous and free to the public what a great little oasis in the hustle and bustle of the city this is a great spot to explore on a morning jog or walk and you will want to be wearing your gym clothes because of the heat you might even spot a monitor lizard sunning by the lakes tip bring your student id to get discounted admission to the orchid garden s  without the discount once in the orchid garden be sure to visit the mist house and the cool house the best part of my visit was a really sweet little old gardener who came over and pointed out different types of ginger plants to me in the ginger garden he clearly took such pride in his work and was so happy to be able to share his extensive knowledge,Positive
singapore-botanic-gardens,hands down my favorite place in singapore a great place to retreat from the hustle and bustle of the city lots of great sceneries and experiences ranging from the heritage trees majestically standing tall to the swans and the occasional monitor lizard crossing your path,Positive
singapore-botanic-gardens,i have been there many times love to bring my family again kyla pangcoga,Positive
singapore-botanic-gardens,quite a long way from the marina area where my ship was docked i wished i had more time here it is definitely a place to relax walk around and enjoy the scenery a big botanical garden so you will need at least half a day to explore the whole thing,Positive
singapore-botanic-gardens,the botanic gardens are a hidden green gem right in the middle of the little red dot just recently bestowed the unesco world heritage site honors the gardens are extensive and beautiful the main attraction is of course the orchid garden which for a few dollars is a must see when visiting singapore it also has a cool house to bring your temp down after a day walking through the sweltering heat the gardens are one of the few places that there are hills with suitable paths for running so this is also a popular training spot do not be surprised by a gaggle of galloping runners passing you at night the gardens also have a few nice restaurants highlights by blue bali on cluny which is a fun nano brewery with a decent ipa serving indonesian and indian food with a balinese decor,Positive
singapore-botanic-gardens,i initially was going to skip doing this review and let it join the endless list of others that got sparta would into the bottomless backlog pit that i will never look back into and do anymore especially since it will have nothing to do with food nor has it anything to do with a rant about some business that i had felt compelled into yet something must have changed my mind into thinking that this would be somewhat of a tribute to a gem within my own country that i have been away from most of my life and severely bored of after these last few months i asked for endless recommendations on things to do in singapore and most of the things that came my way brought out the you have got to be joking me look this however ended up being one of few places where i enjoyed my visit to skip the whole boring layout of what is great and what is not about this place i will just highlight two things that really caught and held my attention for a bit first the swan lake yeah a gigantic pond with a pair of swans that drew a bunch of twats who did not heed the warning sign of do not feed the swans because they wanted to either do some goodwill to them the ignorant way or because they wanted a closer photo seriously you know why you do not want to accidentally kill one swan right they only have one partner through their lifespan you kill one the other one dies along i was so tempted to push one of them into the pond and say oops oh yeah besides the swans the pond is filled with gigantic fish especially those  and i spotted a few    feet long catfish kids were feeding them too but there was not a sign this time and all along i just kept thinking to myself how freaking awesome it would be to drop a line in with a light rod trying to pull up one of those monsters that would be freshwater fishing close to its best second the orchid gardenokay for all you american readers the orchid is the national flower of singapore so if you really want to see different varieties of amassed amounts of orchids in one spot without breaking the bank and just sweat this is your to go spot the varieties were stunning the other tourists were fun to jibber jabber with the other people helped take photos and discussed orchids with us like they were botanists the the woah there is one called the princess diane good thing it was pretty anyways not going to rant on the obvious uploading photos as in these situations they are more than words can really express ps coldest spot in the whole botanical gardens is a little a c would room in the middle of the orchid garden trust me i was in there for a long time trying to cool off from the infamous singaporean heat yelp,Negative
singapore-botanic-gardens,ok i will admit i am much more of a city person than a nature person but i was reluctantly dragged along to the singapore botanic gardens and i must admit that i do not understand what all the fuzz is about it is a garden that to me more looks like a park than an actual garden so i will admit it is fairly big to be a garden but it was unimpressive the fact that most of it is free is i guess also an appeal but other than that i gather that the popularity must be due to singapore being a city with perhaps a lack of space and open parks for me as a visitor and being from a country with much more open space this is something that is not at all worth a visit and i have been to much cooler gardens mainly in japan and the uk and nicer parks so if you are not really into gardens give this one a miss,Negative
singapore-botanic-gardens,many people visit this place very widely on the weekend there are a swing a wide lawn the cafe with the playground equipment the child can play together too and is very good,Positive
singapore-botanic-gardens,it is free to walk in the orchid garden is cheap admission right off the mta and is sprawling with things to see it made for a wonderful walk seeing all the locals sitting around having picnics on the grounds on the grounds theres orchid garden ginger garden foliage garden a small rain forest path many many beautiful palms lots of open space a couple of souvenir shops and a small store to sell snacks and drinks overall worth the very inexpensive mta trip for a good  hour walk not sure when the best time is to go but somewhere along the trip one of the signs read that august might be ideal for blooms it is also quite warm and some shade take sunscreen and water with you just remember no drinking on the train not even water my only gripe not enough benches to sit and enjoy the scenery,Positive
